i,bMNTDvalue.water
105,0.0414236171596272
106,0.0409960070310627
107,0.0411643142088475
108,0.0411443139079913
109,0.0417580906256563
110,0.0424784351409143
111,0.0416991296944758
112,0.0417608029236967
113,0.041650106237621
114,0.0411365684913912
115,0.0420249581564288
116,0.0414398074732608
117,0.042106763085244
118,0.0419936325218331
119,0.0417989944153701
120,0.0421687644816352
121,0.0413479972647824
122,0.041245218806644
123,0.0416231790723712
124,0.0413565150103262
125,0.0415640266503972
126,0.042254561510644
127,0.0419102605129488
128,0.0411669339986729
129,0.041951104697803
130,0.0418359894035145
131,0.0413057606984113
132,0.0409743768160662
133,0.0422169487676666
134,0.0417554244913896
135,0.0416660901195127
136,0.0417355056349001
137,0.0420342001477406
138,0.0414250473650436
139,0.0415125837750072
140,0.0419364151102844
141,0.0416121399186239
142,0.0423801762504113
143,0.0419563231983846
144,0.0413993265378245
145,0.0422094788086757
146,0.0416983755279791
147,0.0411479619946558
148,0.0419044662635989
149,0.0415110011468403
150,0.0414800838046249
151,0.0416099181975504
152,0.0417905346171789
153,0.04193406883156
154,0.0420275456565843
155,0.0415739996913841
156,0.041321486660851
157,0.0408588795211355
158,0.0422647872211631
159,0.0408616472360416
160,0.0424704980529177
161,0.0417209602405541
162,0.0414406041905591
163,0.0417002188470902
164,0.0415253167054088
165,0.0419438507492202
166,0.0410947438902905
167,0.0420777803917491
168,0.0409960725535025
169,0.0418640898948582
170,0.0411512816181317
171,0.0420411441376455
172,0.0416231566666342
173,0.0417327049107874
174,0.041085171262055
175,0.0413645282359536
176,0.0413264529425916
177,0.0417647109493721
178,0.0422831057005477
179,0.0421944549659753
180,0.0412119935187883
181,0.0413307900969352
182,0.0416586757341851
183,0.0418833601170409
184,0.0418669306430728
185,0.041952240541319
186,0.0416703548701968
187,0.0427768352930084
188,0.0424220424314057
189,0.0415458214552335
190,0.041503893224158
191,0.0411951994447049
192,0.0413928031674382
193,0.0419234589778977
194,0.0417346961191017
195,0.0416342703160022
196,0.0415199860278823
197,0.0418001189819007
198,0.0419707601511147
199,0.0416886567124177
200,0.0420785243665877
201,0.0424654232372182
202,0.0421350962927885
203,0.0416414060983317
204,0.0423009278670723
205,0.0414779444347254
206,0.0418683456531375
207,0.0428273322354118
208,0.0417018189431499
209,0.0422534569975234
210,0.042350033543816
211,0.0419210628220342
212,0.0418268116011047
213,0.0410575525588347
214,0.041886636983658
215,0.0409583952846943
216,0.0421988091784523
217,0.0419956221231726
218,0.0412135542720629
219,0.0425132778104276
220,0.0424834229115496
221,0.0416999999158728
222,0.0417352939217156
223,0.0413928256929095
224,0.0417472273577122
225,0.0423128732543097
226,0.0411918334250441
227,0.0425575290847859
228,0.0416616998893743
229,0.0414005270312164
230,0.0417521549957243
231,0.0416269614338343
232,0.0415822210916393
233,0.0421586005359161
234,0.041963868040226
235,0.0415623302753762
236,0.0415295236396178
237,0.0414128390179346
238,0.04166509643931
239,0.0421525141381226
240,0.0418646117664559
241,0.041408470875375
242,0.0419330195307218
243,0.0411008336731236
244,0.0418030166681016
245,0.0433688733592415
246,0.0413709073183641
247,0.0412206577849073
248,0.0416086247196566
249,0.0412552053728523
250,0.0416907466733398
251,0.0414212255080679
252,0.0413517632275027
253,0.0413034685689717
254,0.0424662122848087
255,0.0427350377136044
256,0.0425120408202354
257,0.0417101878466033
258,0.0420338070066207
259,0.0418523421125851
260,0.0413635226428527
261,0.0418459520210319
262,0.0418597315180389
263,0.0422444349666133
264,0.0418484305894572
265,0.0414873425229558
266,0.041408143521076
267,0.0416116106148526
268,0.0415856906685777
269,0.0420573366346885
270,0.0414172103967626
271,0.0416756789591486
272,0.0423377600930808
273,0.0426687407348307
274,0.0433303142662962
275,0.0417472710481084
276,0.0421000666414022
277,0.0423502480089795
278,0.0423838655139625
279,0.0426138099648226
280,0.0419067314138465
281,0.0414088068452721
282,0.0417229295283587
283,0.0415848882934239
284,0.0421155559840097
285,0.0418977338023006
286,0.041462802414117
287,0.0420844478297157
288,0.0416299622329152
289,0.0418767791543395
290,0.0418663481102037
291,0.0413331396409128
292,0.0420445124128191
293,0.0414361874639789
294,0.0413748717695067
295,0.0416555111764843
296,0.0414558296784605
297,0.0420481888534258
298,0.0412262999479705
299,0.0417481719132132
300,0.0416283246830354
301,0.0415261519878277
302,0.0415282723978443
303,0.0420630905266292
304,0.0422046505830478
305,0.0416772194470803
306,0.0418634706118867
307,0.0419984151973541
308,0.042576640444727
309,0.0422484199505684
310,0.041888073709604
311,0.0415209584525605
312,0.0414750589281023
313,0.0415878482646337
314,0.0416810801513403
315,0.0417094837068051
316,0.0415659610462246
317,0.0421582457949868
318,0.0412734893174511
319,0.0426713572380574
320,0.0428470187651205
321,0.0418879048890845
322,0.0417012480853845
323,0.0416523763719249
324,0.0428758796570199
325,0.0415673070321665
326,0.0417573627662208
327,0.0417145604989607
328,0.0415090373642753
329,0.0411777775917299
330,0.0409685622416844
331,0.0417298599390704
332,0.0424749690137801
333,0.0415358753676268
334,0.0412387868909084
335,0.0419481922314624
336,0.0414313321041513
337,0.0410424960311403
338,0.0420952932798407
339,0.0417141712843364
340,0.042709358751777
341,0.0423267198426516
342,0.0419244261582065
343,0.0426361316169039
344,0.0424634919095303
345,0.0418190540760732
346,0.0419511328912763
347,0.042041140057004
348,0.0415980143140016
349,0.0423393939081618
350,0.0409769669480772
351,0.0415820342620104
352,0.0416524501572754
353,0.0416764509891828
354,0.0421677958586164
355,0.0436732834278318
356,0.0427024775315304
357,0.042114858538512
358,0.041301722927591
359,0.0413287917323381
360,0.0416213777263691
361,0.041002585337842
362,0.0418576657564078
363,0.04270264513262
364,0.0417226994288823
365,0.0427279543748792
366,0.041328210228963
367,0.0424771838033548
368,0.0419070103763194
369,0.042257954973175
370,0.0422752143733004
371,0.0415903735465676
372,0.0423920475361978
373,0.0420965160136433
374,0.0421258088745695
375,0.0411417899074889
376,0.041850852769312
377,0.0418175349194165
378,0.0417375575560399
379,0.0414331591822587
380,0.0415914623149174
381,0.0423751435120689
382,0.0413676901232162
383,0.0417356550269969
384,0.0419116218437729
385,0.0415665816986235
386,0.0413501991360757
387,0.0419185255099765
388,0.0414265778896309
389,0.0411043856681579
390,0.0414926287693179
391,0.0420030189208755
392,0.0413755574484974
393,0.0414532954112302
394,0.0415413415194428
395,0.0426239885629052
396,0.0416806741293796
397,0.0410509819209612
398,0.0418350854108603
399,0.0416009198084143
400,0.0425318663501702
401,0.041815686996975
402,0.0420725159825307
403,0.042432297551764
404,0.0419582937636755
405,0.0408335248434405
406,0.0413332311360248
407,0.0412457782240233
408,0.0418754316278982
409,0.0420571755956332
410,0.0424966620283061
411,0.0431235020538603
412,0.0409098772918235
413,0.0421092552661019
414,0.041296971509667
415,0.0418688917134037
416,0.0422288500393521
417,0.0417461497749808
418,0.0414779287609999
419,0.041561576139739
420,0.0416241115649161
421,0.0416328272670601
422,0.0419892087415047
423,0.0428082132245005
424,0.0421182573032375
425,0.0424570756620344
426,0.0410368317627921
427,0.0415726857002471
428,0.0415877808922031
429,0.0412756426440126
430,0.0419936922731303
431,0.0414656164287426
432,0.0414871417897251
433,0.0414097593816855
434,0.0410942333163529
435,0.0418875340612308
436,0.0415559321757935
437,0.0424828998592594
438,0.0422138299011225
439,0.0421147285618876
440,0.0421963603598438
441,0.0417890599001213
442,0.0425458425163492
443,0.0410657643873044
444,0.0412690577955099
445,0.0414168262138377
446,0.0419081809586689
447,0.0417457230861197
448,0.0416434907323629
449,0.0415236406894652
450,0.0440399886799537
451,0.0412691535551006
452,0.0417429775771346
453,0.0421088224105579
454,0.0413943370853959
455,0.0417842958598618
456,0.0412125946391664
457,0.0418934908775321
458,0.0414395396131206
459,0.0415005774416084
460,0.041455809514431
461,0.0416220929009762
462,0.0417131041750957
463,0.0409103832726758
464,0.0413902443699315
465,0.0416082094793032
466,0.0420709204750212
467,0.0418681028084659
468,0.0416316853079101
469,0.0415461816016544
470,0.0426318535757337
471,0.0413875927645096
472,0.0416137393233194
473,0.0415581376845325
474,0.0419368915313541
475,0.04222280712488
476,0.0407916420981886
477,0.0420653768123568
478,0.0419617931510757
479,0.0422542913810936
480,0.0411664494619807
481,0.0422187121395457
482,0.0421959044706628
483,0.04258808178505
484,0.0417077359845742
485,0.0416882879398226
486,0.0414960217305259
487,0.0416033072941546
488,0.041566301624153
489,0.0416125590586936
490,0.0415666281164491
491,0.0414523589393632
492,0.0420130256158298
493,0.0418777134382756
494,0.0416700904599223
495,0.0416590814889686
496,0.0420579720490526
497,0.0428079669770346
498,0.041846970311665
499,0.0414496720981596
500,0.0422538429688429
501,0.0423184192224249
502,0.0416931029659672
503,0.0421099507742098
504,0.0414654369413175
505,0.0419951845869955
506,0.042168915453811
507,0.0416623917834109
508,0.041716899859718
509,0.0418179621996491
510,0.0417683833119296
511,0.0417843421642341
512,0.0418452757415463
513,0.0411919344418624
514,0.0419483696227975
515,0.0419262195546256
516,0.0420942746328472
517,0.0412300272534269
518,0.0413801986352716
519,0.0419907465018312
520,0.0415090649665844
521,0.041150672139542
522,0.0412167899319137
523,0.0420728598139728
524,0.0414893986826365
525,0.0416786097042831
526,0.0416696856911308
527,0.0416560311071525
528,0.0413576364690987
529,0.04111655787313
530,0.0411936118464624
531,0.0409461582919954
532,0.0412310517766675
533,0.0417886018315041
534,0.0413716908306722
535,0.0416153545749977
536,0.0418547470990223
537,0.0426998964609553
538,0.0416151899231858
539,0.041063209447297
540,0.041725256459938
541,0.0419485236159381
542,0.0417319903442359
543,0.0418600159845349
544,0.0412678245792587
545,0.0410756716895185
546,0.0425611064621983
547,0.0420803181065149
548,0.0405393625335141
549,0.0437879730464625
550,0.0421401495063523
551,0.041727890998026
552,0.042115724776125
553,0.0417179069614813
554,0.0414313755103611
555,0.0421097788152854
556,0.0420077990492433
557,0.0416560594626048
558,0.0419082957283808
559,0.042437400671784
560,0.0412265720688193
561,0.0413481031856362
562,0.0418437883869169
563,0.0414535685508296
564,0.0415836176675766
565,0.0421383523805182
566,0.0422431548819921
567,0.0421486596063298
568,0.0413231224048145
569,0.042458464698326
570,0.0425258806825887
571,0.0416326038893771
572,0.0418680194198196
573,0.0417154521947025
574,0.0417765728365712
575,0.0415595830545377
576,0.0421417954425762
577,0.0421723227072753
578,0.0415315069784784
579,0.0417640305210712
580,0.0429912531571398
581,0.0416031531758936
582,0.0413560589840953
583,0.0416214913664059
584,0.0411351793897999
585,0.0418362044936695
586,0.0419262259313382
587,0.0414946936068494
588,0.0418708943670302
589,0.0416263637816271
590,0.0418526561060452
591,0.0417130618143205
592,0.0418342819404871
593,0.0417496977023904
594,0.0414733990583368
595,0.04170804985626
596,0.0421621396884293
597,0.0422526851572155
598,0.0410977059348837
599,0.0410883380220229
600,0.0412546701395457
601,0.0417756118842425
602,0.0424342200581843
603,0.0419481776664301
604,0.0421021012500488
605,0.0415905991009643
606,0.0433693253273094
607,0.0428313408852826
608,0.0412635058545577
609,0.0425296598857896
610,0.0423378963487093
